,Price,MA 7,MA 20,MA 50,RSI 7,RSI 14,RSI 21,Gain,Loss,Average Gain (7),Average Loss (7),Average Gain (14),Average Loss (14),Average Gain (21),Average Loss (21)
1838,8405.560563,9204.622918,9194.644868,8247.576407,28.37787215,42.73198258,53.7570768,0,564.3798125,75.14391841,189.6536606,112.4188332,150.6600749,148.7198997,127.9318615
1839,8480.580376,9020.956616,9180.223287,8240.696158,31.60726363,43.96121859,52.84476268,75.01981288,0,75.12618905,162.5602805,109.7474746,139.898641,145.2154373,129.5808338
1840,8683.986203,8892.401539,9170.353012,8241.952866,40.1444043,47.26630937,52.32867715,203.405827,0,93.45185162,139.3373833,116.4373569,129.9058809,142.7505046,130.0454314
1841,8696.974004,8805.07425,9119.377224,8246.319582,40.69585478,47.47931056,51.91457155,12.98780073,0,81.9569872,119.4320428,109.0481029,120.6268894,139.8555752,129.5400319
1842,8473.348649,8708.478652,9101.784531,8252.062634,34.34049016,44.17103586,51.27173425,0,223.6253548,70.24884617,134.3168017,101.2589527,127.9839227,136.5409691,129.7674972
1843,8343.125222,8579.073628,9057.847391,8262.189877,31.04653075,42.32171128,50.56113601,0,130.2234274,60.21329672,133.7320339,94.02617034,128.1438873,132.906318,129.9562846
1844,8056.053192,8448.518316,9013.630995,8264.69535,24.90306884,38.49547583,49.58801654,0,287.0720293,51.61139719,155.6377475,87.31001532,139.4958974,129.0351313,131.1792114
1845,8202.82541,8419.556151,8961.289289,8286.213955,32.83114483,41.41193106,48.9720367,146.7722172,0,65.20580005,133.4037836,91.55731545,129.5319048,125.9956394,131.2851434
1846,8180.62701,8376.70567,8904.039197,8311.881123,32.230745,41.09453987,48.42624599,0,22.19839964,55.89068575,117.5173002,85.01750721,121.8652258,122.6573082,130.6295318
1847,8443.260246,8342.316247,8866.292734,8341.240822,45.88949428,46.33504177,48.33633026,262.633236,0,85.42533579,100.7291144,97.70434498,113.1605668,120.8843572,129.2057024
1848,8354.996336,8293.462295,8832.823175,8371.609302,42.52870956,44.88966247,48.14307473,0,88.26391,73.22171639,98.94837095,90.72546319,111.3822342,118.6147076,127.7648771
1849,8009.299507,8227.16956,8777.155499,8390.186947,31.86514606,39.67011715,47.51744051,0,345.6968291,62.76147119,134.1981507,84.24507296,128.118991,115.9550297,128.0712235
1850,7556.316043,8114.768249,8677.414542,8392.026146,23.03537883,34.07848882,46.39946272,0,452.9834639,53.79554674,179.7389097,78.22756775,151.3235962,112.9950543,130.5315895
1851,7563.435465,8044.394288,8573.859404,8406.388536,23.42445323,34.23538566,45.48807024,7.119422523,0,47.12752899,154.0619226,73.14841452,140.5147679,109.8585055,131.6520816
1852,7472.022602,7939.993887,8459.14831,8418.720542,21.77546239,33.14458145,44.61105603,0,91.41286369,40.39502485,145.1120571,67.92352777,137.007489,106.5507207,132.2930328
1853,7328.871674,7818.314553,8346.398307,8432.722887,19.29401519,31.45443252,43.6943901,0,143.1509274,34.62430701,144.8318957,63.07184722,137.446306,103.1256534,132.8901215
1854,7326.64394,7658.797938,8247.317252,8441.566221,19.25417893,31.42757431,42.92155234,0,2.227734185,29.67797744,124.4598726,58.56671527,127.7878366,99.62814499,132.4886811
1855,7111.068925,7481.094022,8145.394807,8444.09142,15.61448038,28.85952017,41.99574841,0,215.5750155,25.43826638,137.4763216,54.38337847,134.0583494,96.09529363,132.7261878
1856,7451.230837,7401.369927,8055.508329,8457.546205,37.39928814,37.53339513,41.81415798,340.1619126,0,70.39878727,117.8368471,74.7961309,124.482753,94.87165047,132.0171715
1857,7380.851558,7376.303572,7976.053888,8468.576906,35.20546406,36.54069743,41.57362254,0,70.37927956,60.34181766,111.0571946,69.45355013,120.6182192,93.22737272,131.0190774
1858,7460.16695,7361.550927,7928.784207,8479.278205,39.84495139,38.51434811,41.51470761,79.31539216,0,63.0523283,95.19188106,70.15796741,112.0026321,91.79046584,129.3130204
1859,7487.076305,7363.701456,7879.109004,8472.291792,41.50285351,39.2051795,41.51434514,26.90935467,0,57.88904635,81.59304091,67.06878079,104.0024441,90.17611253,127.0406404
1860,7567.512938,7397.793065,7823.285341,8466.726993,46.63221572,41.32729811,41.66420535,80.43663308,0,61.11013017,69.93689221,68.02362738,96.5736981,88.79201813,124.3214143
1861,7639.879446,7442.540994,7770.430613,8461.570184,51.13002775,43.24668586,41.92900223,72.36650806,0,62.71818416,59.94590761,68.33383314,89.67557681,87.55040699,121.255914
1862,7463.654996,7492.910433,7719.94593,8445.681942,41.25250953,39.82967308,41.90853115,0,176.2244501,53.75844356,76.55712797,63.45284506,95.85763919,85.94126588,119.1274004
1863,7569.01134,7509.736219,7681.240236,8436.442184,48.22847167,42.74244055,42.09798926,105.3563443,0,61.12957224,65.6203954,66.44595215,89.01066496,84.75975665,116.5794478
1864,7605.578489,7541.840066,7658.716501,8431.081043,50.6036011,43.76005536,42.33189114,36.56714872,0,57.6206546,56.2460532,64.31175191,82.65276032,83.46741846,113.706429
1865,7613.777393,7563.784415,7629.2641,8421.408226,51.18936457,44.00037272,42.54832125,8.19890477,0,50.56040462,48.21090274,60.3036914,76.74899173,81.9004178,110.5875944
1866,7561.166101,7574.368672,7598.291054,8407.082336,47.01550329,42.73835379,42.65278043,0,52.61129285,43.33748968,48.8395299,55.99628487,75.02487038,80.06408789,107.6472104
1867,7415.001379,7552.581306,7546.878111,8385.393363,37.18749387,39.36066083,42.51113314,0,146.1647219,37.14641972,62.74312876,51.99655024,80.10628835,78.02038941,105.5089208
1868,6767.499485,7427.955597,7467.503268,8343.174787,17.87548234,28.58356157,41.37098392,0,647.501894,31.83978833,146.2800952,48.28251093,120.6345459,75.82131317,107.4504053
1869,6880.133649,7344.595405,7411.044976,8305.39722,25.7055067,32.06796099,40.6814577,112.6341642,0,43.38184203,125.3829388,52.8790576,112.0177926,74.27657645,108.3043354
1870,6581.828075,7203.569224,7362.320577,8259.405948,19.85599147,28.15060224,39.66553933,0,298.3055735,37.18443603,150.0861723,49.10198205,125.3240627,72.51028404,110.2939467
1871,6334.098906,7021.929284,7300.853749,8191.758131,16.26908941,25.37804441,38.47562489,0,247.7291688,31.87237374,164.0351718,45.59469762,134.0672845,70.57514546,112.8530527
1872,6644.72068,6883.492611,7259.488653,8148.148494,33.77075192,34.13738343,38.21825344,310.6217733,0,71.69371653,140.6015758,64.52520303,124.4910499,70.62841075,114.1744109
1873,6406.80705,6718.584175,7213.385422,8091.847275,28.45580857,31.12388719,37.67933648,0,237.9136302,61.45175703,154.5032979,59.91625995,132.5926628,70.19142724,116.0948341
1874,6478.815924,6584.843396,7170.994021,8042.615971,32.22247455,33.05026157,37.40741816,72.00887482,0,62.95991671,132.4313982,60.78001816,123.1217583,69.84706959,116.8727657
1875,6418.850002,6535.036327,7136.383075,7985.99978,30.65448887,32.24155454,37.10340689,0,59.96592244,53.9656429,122.0791874,56.43858829,118.6106272,69.09081118,117.1206906
1876,6677.533403,6506.093434,7097.698203,7933.037872,44.29645256,39.1577936,37.44880268,258.683401,0,83.21103691,104.6393035,70.88464634,110.1384395,69.76320288,116.5263388
1877,6708.68182,6524.215398,7064.089716,7883.247718,45.79446824,39.95258469,37.80367793,31.14841736,0,75.77351984,89.69083154,68.04634427,102.2714081,70.04940845,115.2484575
1878,6714.375461,6578.54062,7026.800142,7837.047477,46.10356498,40.10660066,38.11129535,5.693640955,0,65.76210857,76.8778556,63.59257975,94.96630756,69.84525131,113.421286
1879,6690.832152,6585.127973,6986.987934,7788.411059,44.86925594,39.65368522,38.33524319,0,23.54330962,56.36752163,69.25863475,59.05025263,89.86466485,69.20345466,111.3183026
1880,6088.579442,6539.666886,6913.04126,7719.159945,24.9412038,30.24463887,37.65318947,0,602.2527092,48.31501854,145.4006454,54.83237744,126.4638109,68.20876723,112.9412713
1881,6169.437264,6495.469935,6839.51915,7649.857925,29.82322281,32.55839667,37.28731292,80.85782147,0,52.96399039,124.6291246,56.69133773,117.4306815,67.48282547,113.4978357
1882,6159.707194,6458.449534,6774.32176,7577.72718,29.55335851,32.41904278,36.9724541,0,9.730070068,45.39770605,108.214974,52.64195646,109.7377807,66.43115312,113.2462709
1883,6241.848712,6396.208864,6707.963629,7510.886719,35.3179457,34.95028068,36.90896366,82.14151791,0,50.64682203,92.75569197,54.74906799,101.8993678,65.6795183,112.270529
1884,6069.872606,6304.950404,6631.178335,7446.11887,29.43466926,32.22858287,36.61155462,0,171.9761055,43.41156174,104.0728939,50.83842028,106.9048491,64.61913942,111.8801655
1885,6117.03641,6219.616254,6556.341286,7385.469242,33.0053533,33.75223513,36.48047134,47.16380346,0,43.94759627,89.20533764,50.57594765,99.26878842,63.63478022,110.8004118
1886,5879.988974,6103.781515,6472.282429,7318.089814,25.45313478,30.09055341,36.03171526,0,237.0474352,37.66936823,110.3256373,46.96337996,109.1101203,62.39833203,110.7778035
1887,6182.256748,6117.163987,6410.645198,7262.336141,44.38474227,39.15505314,36.42259904,302.2677735,0,75.46914041,94.56483196,65.19940807,101.3165403,63.02075148,110.0057572
1888,6366.499468,6145.31573,6390.595197,7221.554919,52.89214038,43.92749966,37.20270597,184.2427196,0,91.00822315,81.05557026,73.70250175,94.07964457,64.35348823,108.6271769
1889,6312.877243,6167.197166,6362.232377,7178.200856,50.28055548,42.87349006,37.76400078,0,53.62222438,78.00704842,77.13652084,68.43803734,91.18982885,65.00365776,107.1276218
1890,6595.547313,6217.725537,6362.918339,7136.432079,61.86179504,49.72213419,38.91932376,282.6700697,0,107.2446229,66.11701787,83.74032536,84.67626964,67.01513229,105.1747359
1891,6497.607355,6278.830501,6371.093761,7092.444746,56.53828268,47.59313268,39.71364165,0,97.93995787,91.92396247,70.66315215,77.75887355,85.62367594,68.20126706,103.5313272
1892,6562.721737,6342.499834,6366.993814,7054.232207,59.2577542,49.15197432,40.5244763,65.11438218,0,88.09402243,60.56841613,76.8556956,79.50769909,69.14854112,101.4854743
1893,6537.740872,6436.464391,6373.540505,7018.12452,57.64337925,48.55526154,41.15728493,0,24.9808655,75.50916208,55.48448033,71.36600305,75.61292526,69.45142784,99.29495073
1894,6603.294704,6496.61267,6379.764444,6989.069351,60.90419858,50.26169986,41.8442763,65.55383234,0,74.08697212,47.55812599,70.950848,70.21200203,69.67216804,96.83129241
1895,6759.836089,6552.803616,6396.813748,6960.209564,67.80856257,54.17105614,42.79543358,156.5413852,0,85.86617399,40.76410799,77.0644578,65.19685903,70.44331118,94.16142649
1896,6700.635479,6608.19765,6397.968852,6930.609734,62.90698134,52.4907861,43.48564672,0,59.20061009,73.5995777,43.39789401,71.55985367,64.76855553,70.59360959,91.74411542
1897,6648.256796,6615.727576,6394.947601,6894.709665,58.53908074,50.98397589,43.96924833,0,52.37868315,63.08535232,44.68086389,66.44843555,63.88356465,70.23607353,89.5030082
1898,6303.380665,6587.980906,6374.397861,6853.677351,38.17672799,42.36136693,43.72334195,0,344.8761312,54.07315913,87.56590207,61.70211873,83.95446226,69.46641094,89.41076505
1899,6373.234805,6560.911344,6358.517994,6820.956057,42.8724608,44.41205364,43.68955691,69.85413996,0,56.32758496,75.05648749,62.28440596,77.95771495,68.84075256,88.72722803
1900,6230.590197,6517.032676,6365.618531,6794.44154,36.30333073,41.18936304,43.39046771,0,142.6446076,48.28078711,84.71193322,57.83551982,82.57820728,67.86170658,88.53602351
1901,6248.397313,6466.333049,6369.566534,6768.140777,37.69375095,41.7575358,43.1858496,17.80711593,0,43.92740551,72.61022847,54.97634811,76.67976391,66.72197796,87.77765232
1902,6246.137412,6392.947524,6373.888045,6743.623073,37.57231702,41.70247191,43.00951462,0,2.259901407,37.65206187,62.56018175,51.0494661,71.36405944,65.33769624,86.57682039
1903,6349.695837,6342.813289,6379.280401,6724.039557,46.74459293,45.26438009,43.12932614,103.5584251,0,47.06725661,53.62301293,54.80010603,66.26662663,64.46767531,85.00759146
1904,6741.69196,6356.16117,6412.871369,6712.340517,67.70144686,56.17874378,44.24585123,391.9961236,0,96.34280904,45.96258251,78.88553586,61.53329615,65.98553882,83.14830532
1905,7303.37306,6499.017226,6472.188201,6716.1866,80.51763512,66.48970862,46.54883044,561.6810995,0,162.8197077,39.39649929,113.3709333,57.13806071,70.59668972,81.06488599
1906,7334.771372,6636.379593,6544.927321,6713.85741,81.00909134,66.95775108,48.45708911,31.39831228,0,144.0452226,33.76842797,107.515746,53.05677066,74.0942389,78.8126737
1907,7442.800739,6809.552527,6607.954521,6715.096394,82.75524519,68.58361244,50.24158588,108.0293667,0,138.9001003,28.94436683,107.5524332,49.26700133,77.1802323,76.43799242
1908,7331.871523,6964.334557,6656.223123,6712.530486,74.54414759,65.04435374,51.44250127,0,110.9292155,119.0572289,40.65648807,99.87011658,53.6714452,79.174375,74.73411126
1909,7379.137272,7126.19168,6709.536125,6710.371705,75.74069898,65.85294763,52.52587338,47.26574858,0,108.8013031,34.84841834,96.11266172,49.83777054,80.5851811,72.83479255
1910,7395.866405,7275.644619,6749.55208,6706.938774,76.20259791,66.15139345,53.45634822,16.72913362,0,95.64813604,29.87007287,90.44240971,46.27792979,81.30246467,70.78885352
1911,7704.995679,7413.259436,6809.921496,6708.241099,83.12804209,71.16631164,54.86625133,309.1292735,0,126.1454414,25.6029196,106.0629,42.97236338,83.43784451,68.63714238
1912,8422.373923,7573.116702,6902.904105,6727.415477,90.56327178,78.95762362,57.4017746,717.3782444,0,210.6072704,21.94535966,149.7282817,39.90290885,89.49353146,66.41372415
1913,8144.553482,7688.799861,6983.244736,6738.92632,75.52544772,70.96060045,58.6921226,0,277.8204413,180.5205175,58.49894275,139.0334045,56.89701831,93.82814984,66.0368298
1914,7929.079244,7758.268218,7049.533963,6745.396335,65.66010029,65.42583289,59.1704407,0,215.4742384,154.7318721,80.92398499,129.102447,68.2239626,96.72832709,66.74574195
1915,8145.333168,7874.477025,7118.808817,6756.027451,70.21548483,68.11388133,59.90486312,216.2539245,0,163.5207368,69.36341571,135.3275525,63.35082242,99.90891803,66.87039308
1916,8192.135702,7990.619658,7193.383828,6768.646843,71.18078059,68.68139692,60.56164115,46.80253412,0,146.8467078,59.45435632,129.0043369,58.82576367,102.1440509,66.51724848
1917,8197.593576,8105.152111,7270.850667,6784.298687,71.30729565,68.7512439,61.09912791,5.457873577,0,126.6483029,50.96087685,120.1795896,54.62392341,103.31092,65.77646887
1918,8185.921138,8173.855748,7364.97769,6812.66712,70.53470798,68.39990717,61.50985074,0,11.67243751,108.5556882,45.34824266,111.5953332,51.55596013,103.5606709,64.8036962
1919,7738.249305,8076.123659,7433.228415,6829.829433,47.5046536,56.47891863,60.73996944,0,447.6718337,93.04773275,102.8230414,103.6242379,79.8499511,103.0600548,66.61414121
1920,7612.300754,8000.087555,7502.313943,6850.438887,42.9063862,53.64613574,59.81384446,0,125.9485509,79.7551995,106.1266856,96.22250665,83.14270823,101.9502998,68.49569094
1921,7540.633151,7944.595256,7566.925735,6874.569572,40.31573389,52.04645806,58.88993178,0,71.66760307,68.36159957,101.2039595,89.34947046,82.32305786,100.3508379,70.05322754
1922,7411.666382,7839.785715,7625.202184,6889.908486,35.78016971,49.20313359,57.83037154,0,128.9667681,58.59565678,105.170075,82.96736543,85.65475145,98.3624959,71.72545837
1923,7009.012012,7670.768045,7658.167992,6901.952585,25.37984154,41.56774725,56.04638721,0,402.6543707,50.22484867,147.6678316,77.04112504,108.2975814,96.07022698,75.34176186
1924,7036.609331,7504.913153,7672.913861,6913.108453,27.07481713,42.22945148,54.65029703,27.59731948,0,46.9923445,126.5724271,73.50942464,100.5620399,93.73318496,77.78131734
1925,6926.116779,7324.941102,7654.051047,6923.253789,24.47770408,40.26349654,53.26914283,0,110.4925525,40.27915243,124.2753021,68.25875145,101.2713622,91.18775484,79.99531662
1926,6711.732422,7178.295833,7622.899099,6923.937769,20.11090002,36.69406759,51.68587554,0,214.3843564,34.52498779,137.1480242,63.38312635,109.3508618,88.48952784,82.71687412
1927,6259.52771,6985.042541,7563.735448,6914.954687,13.97543837,30.54329325,49.48966644,0,452.2047127,29.59284668,182.1561225,58.85576018,133.8404226,85.68492397,87.45207642
1928,6531.249787,6840.844918,7523.704361,6911.292173,29.13205339,37.34000452,48.27189551,271.7220771,0,64.18273674,156.1338193,74.0604971,124.2803924,84.6610103,90.72263561
1929,6166.590418,6662.976923,7463.077018,6900.807339,22.83326511,32.71344598,46.63686108,0,364.6593692,55.01377435,185.9231836,68.7704616,141.4503193,83.24923715,95.25599504
1930,6205.21848,6548.149275,7403.544622,6903.140119,24.84155336,33.65125976,45.41496484,38.62806244,0,52.67295836,159.3627288,66.61743308,131.3467251,81.79322388,98.30869664
1931,6318.407222,6445.548974,7334.215199,6906.119518,30.98207048,36.44646082,44.6632498,113.1887418,0,61.31807028,136.5966247,69.94395514,121.9648161,80.81821656,100.1319313
1932,6283.996251,6353.81747,7227.296316,6908.6053,30.10955728,35.95059426,43.99357561,0,34.41097119,52.55834596,121.9986742,64.94795834,115.7109701,79.47250844,101.1732048
1933,6212.22604,6282.459415,7130.679943,6908.012846,28.17859002,34.8845516,43.32341006,0,71.77021053,45.05001082,114.8231794,60.30881846,112.5723444,77.83334189,101.8232036
1934,6267.768709,6283.636701,7047.614417,6911.970768,32.10963485,36.45497681,42.88852389,55.54266872,0,46.54896195,98.41986803,59.96837919,104.5314626,76.34360951,101.66114
1935,6309.385226,6251.941764,6955.81702,6915.817745,35.20955708,37.66799687,42.61758818,41.61651745,0,45.84432702,84.35988688,58.65753193,97.0649296,74.89126272,100.8372708
1936,6566.715163,6309.102442,6874.545993,6929.552268,51.26312869,44.69772743,42.96777066,257.3299372,0,76.05655704,72.30847447,72.84841801,90.13172034,74.94675293,99.47875667
1937,6382.060591,6334.3656,6783.769343,6933.548345,42.45630242,41.11447974,42.94620715,0,184.654572,65.19133461,88.35791697,67.64495958,96.8833526,74.4822092,98.94919287
1938,6475.49402,6356.806571,6698.247988,6935.728236,47.75476661,43.57914505,43.13910536,93.43342826,0,69.22591941,75.7353574,69.48699306,89.96311313,74.23190969,97.84377214
1939,6242.882438,6350.93317,6623.479644,6934.32834,37.67809667,39.18219138,42.90014578,0,232.6115813,59.33650235,98.14624653,64.52363641,100.1522894,73.52260458,97.85817568
1940,6467.27173,6387.368268,6566.228193,6931.762828,49.63784845,44.9521058,43.21324147,224.3892919,0,82.91547229,84.12535417,75.94261181,92.99855446,73.96988399,97.2042318
1941,6336.656327,6397.209357,6506.029352,6928.543808,43.91475335,42.42876481,43.24490691,0,130.6154032,71.07040482,90.76678974,70.51813953,95.68547223,73.83181355,96.89768694
1942,6521.065718,6427.449427,6461.499319,6927.710688,52.86607302,46.95602338,43.68854976,184.4093912,0,87.26168858,77.80010549,78.65322894,88.85079564,74.47133141,95.9882783
1943,6684.379144,6444.258567,6445.267675,6930.643453,59.5382656,50.65670273,44.41944532,163.3134259,0,98.12622249,66.68580471,84.70038586,82.50431024,75.5977548,94.59292241
1944,6736.036058,6494.826491,6430.239012,6933.29828,61.54698246,51.80212216,45.13611962,51.65691331,0,91.48774975,57.15926118,82.34013783,76.61114522,76.35442122,92.81036711
1945,6728.288003,6530.939917,6420.347573,6932.667318,61.01690973,51.60861036,45.71729406,0,7.748054887,78.41807122,50.10051742,76.45869941,71.69235306,76.45269027,90.77656475
1946,6911.096029,6626.399001,6430.315753,6936.876529,68.48758347,55.80362796,46.6087416,182.8080263,0,93.33092194,42.94330065,84.0550799,66.5714707,77.25641559,88.49879027
1947,7075.983405,6713.357812,6471.138538,6945.431062,73.77595669,59.23618196,47.71228009,164.8873762,0,103.5532725,36.80854341,89.82881535,61.81636565,78.50864687,86.03734994
1948,7046.748947,6814.799615,6496.913496,6960.298427,71.30087424,58.37058225,48.57204923,0,29.23445782,88.7599479,35.72653119,83.4124714,59.48908652,78.99680406,83.64159667
1949,7024.145107,6886.668099,6539.79123,6973.316633,69.20649349,57.66889507,49.24662087,0,22.6038401,76.07995534,33.85186103,77.45443772,56.85442606,78.85790651,81.27065687
1950,7027.631279,6935.704118,6580.91187,6989.257455,69.36839242,57.75324683,49.82468254,3.48617222,0,65.70941489,29.01588088,72.17099019,52.79339562,78.23178786,78.78233421
1951,7211.270768,7003.594791,6625.555048,7008.514924,76.84876224,62.04385238,50.71858155,183.6394885,0,82.55656826,24.87075504,80.13302578,49.02243879,78.43772978,76.21511615
1952,7305.272801,7086.021191,6676.618875,7029.697632,79.7953689,64.05620918,51.67772223,94.00203313,0,84.19163467,21.31779004,81.12366916,45.52083602,78.71172525,73.60095777
1953,7260.897517,7135.992832,6729.052449,7047.921665,74.56836005,62.37499906,52.38254022,0,44.37528436,72.16425829,24.6117178,75.32912137,45.4390109,78.39994111,71.26813682
1954,7359.462993,7176.489916,6783.637163,7060.277086,78.25888269,64.59760161,53.19500105,98.56547628,0,75.93586086,21.09575811,76.988861,42.19336727,78.28260396,68.87897592
1955,6764.926774,7136.229606,6806.414241,7049.50816,38.71888537,46.68374326,52.41286462,0,594.5362191,65.08788074,103.015824,71.48965664,81.64642812,77.6542838,70.50454012
1956,6498.279613,7061.105963,6802.992463,7032.778325,30.6231207,41.16943568,51.1507873,0,266.6471612,55.78961206,126.3917293,66.3832526,94.86076619,76.61310896,73.16583484
1957,6397.81887,6971.132762,6803.780377,7011.878688,28.04557929,39.28659403,49.90647517,0,100.4607424,47.81966748,122.6873026,61.6415917,95.26076449,75.2419927,75.52399997
1958,6181.194451,6823.979003,6789.065399,6988.865146,23.14477846,35.51483141,48.42190397,0,216.6244195,40.98828641,136.1068907,57.23862086,103.929597,73.61086383,78.40889953
1959,6260.764806,6674.763575,6789.959517,6966.497697,28.49910428,37.87422482,47.4071995,79.57035531,0,46.50001054,116.6630492,58.83374475,96.50605435,72.31987081,80.2305257
1960,6308.135475,6538.654712,6782.002704,6944.743078,31.79919533,39.29814417,46.69152375,47.37066855,0,46.62439026,99.9968993,58.01495359,89.61276475,71.0962765,81.17178159
1961,6278.91707,6384.291008,6779.115741,6916.221506,30.7769986,38.70881877,46.04070319,0,29.21840499,39.96376308,89.88568583,53.87102834,85.29888191,69.61377586,81.58672941
1962,6330.574238,6322.240646,6769.591167,6874.385512,35.08135926,40.41024642,45.62683939,51.65716839,0,41.63424955,77.04487357,53.71289549,79.20610463,68.28141747,81.37045056
1963,6486.46163,6320.552363,6759.695292,6841.223675,46.74085138,45.34130157,45.67115445,155.8873924,0,57.9561271,66.03846306,61.01107383,73.54852573,67.78973697,80.64035592
1964,6500.012255,6335.151418,6747.894101,6812.642336,47.69356082,45.76145633,45.74228588,13.55062422,0,51.61248383,56.60439691,57.62104172,68.29505961,67.01939158,79.49578644
1965,6530.221146,6385.012374,6737.990759,6780.340095,50.01894108,46.74428183,45.87941691,30.20889162,0,48.5548278,48.51805449,55.663031,63.41684106,66.14012664,78.02065635
1966,6506.248493,6420.081472,6717.748382,6746.622351,48.04158777,46.03144683,45.94248713,0,23.97265302,41.61842383,45.01156857,51.68710021,60.59939906,64.97242651,76.44879502
1967,6250.121727,6411.793794,6676.455298,6707.672914,32.18306227,39.16028853,45.42360044,0,256.1267659,35.67293471,75.17088247,47.99516448,74.56563955,63.57721261,76.38794205
1968,6347.069255,6421.529821,6641.471313,6670.895876,40.81113901,42.6498916,45.25094627,96.94752813,0,44.42644805,64.43218497,51.49176189,69.23952244,62.66527144,75.81862028
1969,6383.753841,6429.126907,6609.45175,6643.805967,43.95872429,43.95973868,45.20654741,36.68458571,0,43.32046772,55.22758712,50.43410644,64.29384226,61.74409031,74.83809489
1970,6491.885242,6429.901709,6582.664448,6621.397657,52.62279452,47.7480182,45.46824405,108.1314011,0,52.57917249,47.33793182,54.55534178,59.70142496,61.30766566,73.52856332
1971,6753.834472,6466.162025,6559.792633,6605.661683,67.02919739,55.5815137,46.40923251,261.9492299,0,82.48918069,40.57537013,69.36919093,55.43703746,62.31630923,71.95936364
1972,6747.032173,6497.135029,6531.880602,6592.368999,66.41733613,55.34945946,47.17212628,0,6.80229918,70.70501202,35.75064571,64.41424872,51.96312758,62.71577127,70.23513898
1973,6711.029452,6526.389452,6504.387199,6586.409348,62.87342789,54.06292058,47.72139621,0,36.00272114,60.60429601,35.78665648,59.81323095,50.82309855,62.61522483,68.59473505
1974,6596.187313,6575.827393,6466.223415,6577.600908,52.45703226,50.06533911,47.89360192,0,114.8421388,51.94653944,47.08029681,55.54085731,55.39588714,62.10719219,67.57023799
1975,6441.311545,6589.290577,6450.042653,6567.904803,41.61067153,45.2102055,47.64465055,0,154.8757685,44.52560524,62.47964991,51.57365322,62.50159295,61.26997376,67.32782903
1976,6462.795635,6600.582262,6448.268454,6562.926067,43.50127002,45.99261721,47.49737638,21.48409075,0,41.23396031,53.55398564,49.42439876,58.03719345,60.31587788,66.67193173
1977,6704.704246,6630.984977,6463.612723,6571.829598,60.36151856,53.96429133,48.05836298,241.9086104,0,69.90176747,45.90341626,63.17327102,53.89167964,60.77234882,65.6829548
1978,6634.765965,6613.97519,6486.291299,6573.899921,54.84144813,51.59325795,48.33924624,0,69.93828116,59.91580069,49.33696839,58.66089452,55.03786546,60.73156081,64.9045745
1979,6606.073795,6593.838279,6503.556748,6582.689589,52.54168212,50.61081435,48.49659869,0,28.69216915,51.35640059,46.38771135,54.47083062,53.15603001,60.28512461,64.02281911
1980,6626.037956,6581.696636,6519.451872,6591.105978,54.10405092,51.30562399,48.68541643,19.96416068,0,46.87179489,39.76089545,52.00606849,49.35917072,59.64639462,62.86748941
1981,6598.84126,6582.075772,6535.448082,6596.714659,51.41397649,50.26815132,48.76974369,0,27.19669634,40.17582419,37.96600986,48.29134931,47.77613684,58.7192246,61.68170467
1982,6524.607698,6593.975222,6545.149755,6601.526888,44.38626324,47.44784051,48.63292139,0,74.23356184,34.43642073,43.14708871,44.84196721,49.66595291,57.56290061,60.79910391
1983,6499.262379,6599.184757,6545.789792,6607.267615,42.09433638,46.48880523,48.44481157,0,25.3453188,29.51693206,40.60397873,41.63896956,47.92876476,56.2273783,59.83743128
1984,6578.701809,6581.184409,6549.72427,6613.486277,51.29128916,49.90642105,48.52981293,79.43943017,0,36.6487175,34.80341034,44.33900246,44.50528156,55.29506112,58.64533505
1985,6621.189364,6579.244895,6554.272681,6619.72236,55.68329383,51.68380643,48.73505875,42.48755464,0,37.48283709,29.83149457,44.20675618,41.32633288,54.44685997,57.27324741
1986,6589.124682,6576.823593,6558.41649,6620.17055,51.58772239,50.23517679,48.81241391,0,32.06468224,32.12814608,30.15052138,41.04913074,40.6647864,53.38406407,55.98168902
1987,6584.832153,6570.937049,6575.152012,6624.225981,51.00184262,50.03300044,48.86515898,0,4.292528626,27.53841093,26.45652242,38.11704998,38.06676799,52.15331868,54.57572871
1988,6653.089451,6578.686791,6590.453022,6627.77789,59.52874844,53.25467167,49.13791668,68.25729778,0,33.35539476,22.67701922,40.26992482,35.34771314,51.25817945,53.05674254
1989,6633.74573,6594.277938,6602.952616,6635.595156,56.28997556,52.22696692,49.30789619,0,19.34372091,28.59033837,22.20083374,37.39350162,34.20457083,50.17875845,51.58741355
1990,6582.455082,6606.16261,6607.481108,6637.898823,48.18086392,49.49929274,49.28041843,0,51.29064753,24.50600431,26.35652143,34.72253722,35.42500488,48.95624634,50.3859425
1991,6234.367641,6556.972015,6581.507766,6635.853049,22.50795116,35.82468394,48.07931628,0,348.0874409,21.00514656,72.31808136,32.24235599,57.75803603,47.62524159,51.43033006
1992,6285.592983,6509.029675,6558.435807,6631.143594,29.00301966,38.51656122,47.27409467,51.22534135,0,25.32231724,61.98692688,33.59828351,53.63246203,46.56319758,51.93302515
1993,6314.883384,6469.852346,6538.628504,6623.753679,32.76248022,40.06464852,46.71443115,29.29040162,0,25.88918644,53.13165161,33.29057766,49.80157188,45.57872085,51.9901026
